Age,Education,Occupation,Relationship,Race,Sex,Target
64,E - Bachelors,Exec-managerial,Unmarried,White,Male,>50K
35,B - HS Diploma,Handlers-cleaners,Husband,White,Male,<=50K
22,C - Some College,Adm-clerical,Own-child,White,Female,<=50K
58,A - No HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
58,C - Some College,Sales,Husband,White,Male,>50K
24,B - HS Diploma,Handlers-cleaners,Own-child,White,Female,<=50K
34,C - Some College,Prof-specialty,Unmarried,White,Female,<=50K
33,F - Graduate Degree,Prof-specialty,Not-in-family,White,Female,<=50K
33,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
17,A - No HS Diploma,Other-service,Own-child,White,Female,<=50K
27,E - Bachelors,Sales,Other-relative,White,Male,>50K
20,C - Some College,Adm-clerical,Own-child,White,Female,<=50K
52,E - Bachelors,Prof-specialty,Unmarried,White,Female,>50K
30,A - No HS Diploma,Transport-moving,Not-in-family,White,Male,<=50K
22,E - Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
20,D - Associates,Other-service,Not-in-family,White,Female,<=50K
64,A - No HS Diploma,Other-service,Not-in-family,White,Female,<=50K
49,F - Graduate Degree,Exec-managerial,Husband,White,Male,>50K
38,E - Bachelors,Other-service,Not-in-family,Black,Female,<=50K
46,B - HS Diploma,Adm-clerical,Husband,Black,Male,>50K
17,A - No HS Diploma,Other-service,Own-child,White,Male,<=50K
45,A - No HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
27,E - Bachelors,Exec-managerial,Own-child,White,Female,<=50K
45,D - Associates,Sales,Unmarried,White,Female,<=50K
26,B - HS Diploma,Exec-managerial,Not-in-family,White,Male,>50K
23,D - Associates,Adm-clerical,Own-child,White,Female,<=50K
44,E - Bachelors,Prof-specialty,Unmarried,White,Male,<=50K
36,E - Bachelors,Exec-managerial,Not-in-family,White,Male,<=50K
35,A - No HS Diploma,Exec-managerial,Not-in-family,White,Female,<=50K
24,B - HS Diploma,?,Wife,White,Female,<=50K
56,E - Bachelors,Prof-specialty,Unmarried,White,Female,<=50K
47,F - Graduate Degree,Tech-support,Not-in-family,White,Male,<=50K
32,E - Bachelors,Handlers-cleaners,Husband,White,Male,>50K
29,E - Bachelors,Exec-managerial,Own-child,White,Female,<=50K
55,D - Associates,?,Not-in-family,White,Female,<=50K
35,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
37,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
36,D - Associates,Farming-fishing,Husband,White,Male,<=50K
33,B - HS Diploma,Sales,Wife,White,Female,<=50K
34,B - HS Diploma,Transport-moving,Not-in-family,White,Male,<=50K
24,C - Some College,Handlers-cleaners,Own-child,White,Male,<=50K
25,B - HS Diploma,Adm-clerical,Not-in-family,White,Female,<=50K
31,B - HS Diploma,Craft-repair,Not-in-family,White,Male,<=50K
38,D - Associates,Craft-repair,Husband,White,Male,<=50K
30,E - Bachelors,Sales,Husband,White,Male,>50K
35,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
67,E - Bachelors,?,Not-in-family,White,Female,<=50K
34,E - Bachelors,Prof-specialty,Wife,White,Female,<=50K
46,B - HS Diploma,Adm-clerical,Wife,White,Female,<=50K
19,C - Some College,Sales,Own-child,White,Female,<=50K
26,D - Associates,Other-service,Own-child,Black,Female,<=50K
28,C - Some College,Prof-specialty,Not-in-family,Black,Male,<=50K
47,C - Some College,Craft-repair,Husband,White,Male,<=50K
49,F - Graduate Degree,Adm-clerical,Husband,White,Male,>50K
33,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
44,E - Bachelors,Prof-specialty,Husband,White,Male,>50K
30,B - HS Diploma,Priv-house-serv,Own-child,White,Female,<=50K
18,C - Some College,Other-service,Own-child,Asian-Pac-Islander,Male,<=50K
60,B - HS Diploma,Transport-moving,Husband,White,Male,>50K
44,F - Graduate Degree,Exec-managerial,Not-in-family,White,Male,>50K
81,F - Graduate Degree,?,Husband,White,Male,>50K
43,C - Some College,Other-service,Not-in-family,White,Female,<=50K
35,A - No HS Diploma,Farming-fishing,Not-in-family,White,Male,<=50K
58,B - HS Diploma,Farming-fishing,Husband,White,Male,<=50K
32,E - Bachelors,Prof-specialty,Husband,Asian-Pac-Islander,Male,<=50K
40,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
32,B - HS Diploma,Other-service,Own-child,Black,Female,<=50K
21,C - Some College,Adm-clerical,Own-child,White,Female,<=50K
44,B - HS Diploma,Other-service,Husband,White,Male,<=50K
33,E - Bachelors,Adm-clerical,Husband,White,Male,>50K
25,C - Some College,Sales,Own-child,White,Female,<=50K
42,B - HS Diploma,Machine-op-inspct,Not-in-family,White,Male,<=50K
27,B - HS Diploma,Transport-moving,Own-child,White,Male,<=50K
62,A - No HS Diploma,?,Husband,White,Male,<=50K
31,B - HS Diploma,Sales,Not-in-family,Black,Male,<=50K
33,E - Bachelors,Prof-specialty,Other-relative,Black,Female,<=50K
50,C - Some College,Craft-repair,Husband,White,Male,<=50K
50,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
46,D - Associates,Prof-specialty,Husband,White,Male,<=50K
22,D - Associates,Other-service,Unmarried,White,Female,<=50K
66,F - Graduate Degree,Exec-managerial,Husband,Black,Male,>50K
52,B - HS Diploma,Other-service,Unmarried,White,Female,<=50K
57,A - No HS Diploma,Craft-repair,Other-relative,White,Female,<=50K
41,D - Associates,Farming-fishing,Not-in-family,White,Male,<=50K
42,B - HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
19,A - No HS Diploma,Other-service,Other-relative,White,Female,<=50K
45,E - Bachelors,Exec-managerial,Unmarried,Black,Female,<=50K
51,A - No HS Diploma,Other-service,Husband,White,Male,<=50K
69,D - Associates,?,Unmarried,White,Female,<=50K
45,E - Bachelors,Prof-specialty,Husband,White,Male,<=50K
48,C - Some College,Adm-clerical,Not-in-family,White,Female,<=50K
60,C - Some College,Adm-clerical,Husband,White,Male,>50K
42,B - HS Diploma,Sales,Own-child,White,Female,<=50K
19,C - Some College,Adm-clerical,Own-child,White,Female,<=50K
39,B - HS Diploma,Sales,Husband,White,Male,<=50K
46,B - HS Diploma,Machine-op-inspct,Husband,White,Male,>50K
58,B - HS Diploma,Protective-serv,Husband,White,Male,<=50K
36,C - Some College,Prof-specialty,Unmarried,White,Female,<=50K
21,B - HS Diploma,Craft-repair,Unmarried,White,Male,<=50K
41,F - Graduate Degree,Exec-managerial,Husband,White,Male,>50K
17,A - No HS Diploma,Other-service,Own-child,White,Female,<=50K
29,B - HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
52,C - Some College,Adm-clerical,Not-in-family,White,Female,<=50K
33,D - Associates,Sales,Husband,White,Male,<=50K
38,F - Graduate Degree,Exec-managerial,Unmarried,Black,Female,<=50K
42,E - Bachelors,Sales,Husband,White,Male,>50K
24,D - Associates,Adm-clerical,Husband,White,Male,<=50K
59,C - Some College,Exec-managerial,Husband,White,Male,>50K
36,E - Bachelors,Sales,Husband,White,Male,>50K
54,C - Some College,Tech-support,Husband,White,Male,>50K
39,E - Bachelors,Sales,Husband,White,Male,>50K
42,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
54,E - Bachelors,Craft-repair,Husband,White,Male,<=50K
26,D - Associates,Craft-repair,Other-relative,Asian-Pac-Islander,Female,<=50K
50,B - HS Diploma,Handlers-cleaners,Husband,White,Male,>50K
42,D - Associates,Other-service,Husband,White,Male,<=50K
48,E - Bachelors,Adm-clerical,Wife,White,Female,>50K
31,E - Bachelors,Other-service,Not-in-family,White,Female,<=50K
56,B - HS Diploma,Prof-specialty,Not-in-family,White,Female,<=50K
28,D - Associates,Adm-clerical,Wife,White,Female,>50K
34,B - HS Diploma,Adm-clerical,Husband,White,Male,>50K
28,B - HS Diploma,Transport-moving,Not-in-family,White,Female,<=50K
41,E - Bachelors,Craft-repair,Husband,Asian-Pac-Islander,Male,>50K
44,C - Some College,Transport-moving,Husband,White,Male,>50K
34,D - Associates,Craft-repair,Husband,White,Male,<=50K
26,F - Graduate Degree,Prof-specialty,Not-in-family,White,Male,>50K
37,E - Bachelors,Exec-managerial,Not-in-family,White,Male,>50K
64,C - Some College,?,Husband,White,Male,<=50K
25,D - Associates,Adm-clerical,Unmarried,White,Female,<=50K
48,C - Some College,Craft-repair,Husband,White,Male,<=50K
47,C - Some College,Adm-clerical,Not-in-family,White,Female,<=50K
17,A - No HS Diploma,Other-service,Other-relative,White,Female,<=50K
44,A - No HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
46,C - Some College,Transport-moving,Not-in-family,White,Female,<=50K
32,E - Bachelors,?,Not-in-family,White,Male,<=50K
42,C - Some College,Transport-moving,Husband,Black,Male,<=50K
33,E - Bachelors,Sales,Not-in-family,White,Male,>50K
61,B - HS Diploma,Other-service,Not-in-family,Black,Female,<=50K
47,E - Bachelors,Craft-repair,Husband,White,Male,<=50K
35,E - Bachelors,Sales,Not-in-family,White,Female,>50K
62,A - No HS Diploma,Craft-repair,Husband,Black,Male,<=50K
62,E - Bachelors,Exec-managerial,Husband,White,Male,<=50K
38,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
19,C - Some College,?,Own-child,White,Female,<=50K
33,E - Bachelors,Prof-specialty,Husband,White,Male,<=50K
39,E - Bachelors,Prof-specialty,Wife,White,Female,<=50K
17,A - No HS Diploma,Handlers-cleaners,Own-child,White,Male,<=50K
58,C - Some College,Exec-managerial,Husband,White,Male,<=50K
35,E - Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
34,B - HS Diploma,Protective-serv,Husband,White,Male,<=50K
55,A - No HS Diploma,?,Unmarried,White,Female,<=50K
32,C - Some College,Craft-repair,Husband,White,Male,<=50K
19,B - HS Diploma,Sales,Own-child,White,Male,<=50K
41,B - HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
24,B - HS Diploma,Other-service,Unmarried,White,Female,<=50K
52,B - HS Diploma,?,Husband,White,Male,<=50K
48,E - Bachelors,Prof-specialty,Husband,White,Male,<=50K
32,C - Some College,Prof-specialty,Not-in-family,White,Female,<=50K
47,B - HS Diploma,Adm-clerical,Unmarried,White,Female,<=50K
38,F - Graduate Degree,Sales,Wife,White,Female,<=50K
18,B - HS Diploma,Handlers-cleaners,Own-child,Black,Male,<=50K
25,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
36,E - Bachelors,Prof-specialty,Wife,White,Female,>50K
40,D - Associates,Prof-specialty,Not-in-family,White,Female,<=50K
56,A - No HS Diploma,Craft-repair,Husband,White,Male,<=50K
50,D - Associates,Prof-specialty,Unmarried,White,Female,>50K
55,B - HS Diploma,Adm-clerical,Husband,White,Male,>50K
32,B - HS Diploma,Protective-serv,Husband,White,Male,<=50K
41,D - Associates,Craft-repair,Husband,White,Male,>50K
28,C - Some College,Adm-clerical,Not-in-family,White,Female,<=50K
53,C - Some College,Exec-managerial,Husband,White,Male,<=50K
26,D - Associates,?,Wife,White,Female,<=50K
60,E - Bachelors,Prof-specialty,Unmarried,White,Female,<=50K
21,C - Some College,Other-service,Own-child,White,Male,<=50K
29,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
73,C - Some College,Prof-specialty,Husband,White,Male,>50K
43,E - Bachelors,Sales,Husband,White,Male,>50K
45,C - Some College,Sales,Husband,White,Male,<=50K
35,A - No HS Diploma,?,Wife,White,Female,<=50K
36,B - HS Diploma,Prof-specialty,Own-child,White,Female,>50K
25,B - HS Diploma,Sales,Other-relative,White,Female,<=50K
38,C - Some College,Handlers-cleaners,Husband,Black,Male,<=50K
30,C - Some College,Adm-clerical,Unmarried,White,Female,<=50K
49,C - Some College,Exec-managerial,Husband,White,Male,>50K
41,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
27,C - Some College,Exec-managerial,Husband,White,Male,<=50K
64,C - Some College,Exec-managerial,Husband,White,Male,<=50K
41,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
37,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
51,A - No HS Diploma,Machine-op-inspct,Unmarried,White,Female,<=50K
35,C - Some College,Prof-specialty,Unmarried,White,Female,<=50K
61,A - No HS Diploma,Other-service,Husband,White,Male,<=50K
52,A - No HS Diploma,Priv-house-serv,Own-child,Black,Female,<=50K
40,D - Associates,Sales,Husband,White,Male,>50K
20,B - HS Diploma,Handlers-cleaners,Own-child,White,Male,<=50K
52,F - Graduate Degree,Prof-specialty,Husband,White,Male,<=50K
50,C - Some College,Tech-support,Husband,White,Male,>50K
49,E - Bachelors,Exec-managerial,Unmarried,White,Female,>50K
36,E - Bachelors,Prof-specialty,Unmarried,Black,Female,<=50K
33,F - Graduate Degree,Exec-managerial,Unmarried,White,Male,<=50K
40,B - HS Diploma,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,<=50K
45,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
22,C - Some College,Craft-repair,Own-child,White,Female,<=50K
47,F - Graduate Degree,Prof-specialty,Wife,White,Female,>50K
24,B - HS Diploma,Sales,Not-in-family,White,Male,<=50K
19,C - Some College,Sales,Not-in-family,White,Female,<=50K
40,B - HS Diploma,Craft-repair,Not-in-family,White,Female,<=50K
40,C - Some College,Tech-support,Not-in-family,White,Female,>50K
54,B - HS Diploma,Sales,Husband,White,Male,>50K
43,F - Graduate Degree,Prof-specialty,Husband,Other,Male,>50K
63,E - Bachelors,Transport-moving,Husband,White,Male,<=50K
18,A - No HS Diploma,Other-service,Own-child,White,Female,<=50K
19,A - No HS Diploma,Machine-op-inspct,Other-relative,White,Male,<=50K
49,B - HS Diploma,Exec-managerial,Husband,White,Male,<=50K
27,F - Graduate Degree,Exec-managerial,Husband,White,Male,>50K
49,F - Graduate Degree,Exec-managerial,Not-in-family,White,Female,<=50K
60,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
71,B - HS Diploma,?,Husband,White,Male,<=50K
34,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
29,E - Bachelors,Prof-specialty,Wife,White,Female,>50K
30,C - Some College,Sales,Husband,White,Male,<=50K
46,B - HS Diploma,Handlers-cleaners,Own-child,White,Male,<=50K
32,D - Associates,Craft-repair,Husband,White,Male,<=50K
25,B - HS Diploma,Craft-repair,Not-in-family,White,Male,<=50K
25,F - Graduate Degree,Prof-specialty,Unmarried,White,Male,<=50K
22,C - Some College,Other-service,Wife,White,Female,>50K
32,C - Some College,Transport-moving,Husband,White,Male,<=50K
40,F - Graduate Degree,Prof-specialty,Wife,White,Female,>50K
51,F - Graduate Degree,Prof-specialty,Not-in-family,White,Male,>50K
20,B - HS Diploma,Craft-repair,Own-child,White,Male,<=50K
34,B - HS Diploma,Exec-managerial,Not-in-family,White,Female,<=50K
40,C - Some College,Exec-managerial,Not-in-family,White,Male,<=50K
34,D - Associates,Adm-clerical,Unmarried,White,Female,<=50K
19,A - No HS Diploma,Handlers-cleaners,Own-child,White,Male,<=50K
53,A - No HS Diploma,Craft-repair,Husband,Black,Male,<=50K
42,C - Some College,Adm-clerical,Husband,White,Male,>50K
38,F - Graduate Degree,Exec-managerial,Husband,White,Male,>50K
41,B - HS Diploma,Craft-repair,Husband,White,Male,>50K
64,F - Graduate Degree,?,Husband,White,Male,<=50K
30,C - Some College,Prof-specialty,Not-in-family,White,Male,<=50K
20,A - No HS Diploma,Farming-fishing,Own-child,White,Male,<=50K
19,B - HS Diploma,Other-service,Own-child,White,Female,<=50K
20,B - HS Diploma,Sales,Other-relative,White,Male,<=50K
35,E - Bachelors,Exec-managerial,Husband,White,Male,<=50K
33,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
43,C - Some College,Exec-managerial,Husband,White,Male,>50K
38,C - Some College,Exec-managerial,Unmarried,White,Female,<=50K
50,C - Some College,Exec-managerial,Wife,White,Female,<=50K
23,B - HS Diploma,Other-service,Own-child,White,Female,<=50K
30,C - Some College,Adm-clerical,Own-child,White,Female,<=50K
33,E - Bachelors,Exec-managerial,Unmarried,Black,Female,<=50K
48,B - HS Diploma,Machine-op-inspct,Not-in-family,White,Male,<=50K
43,E - Bachelors,Prof-specialty,Unmarried,White,Female,<=50K
33,C - Some College,Tech-support,Not-in-family,Black,Male,<=50K
50,F - Graduate Degree,Exec-managerial,Husband,Black,Male,>50K
23,C - Some College,Adm-clerical,Husband,White,Male,>50K
36,C - Some College,Handlers-cleaners,Not-in-family,White,Male,<=50K
50,B - HS Diploma,Adm-clerical,Unmarried,White,Female,<=50K
26,B - HS Diploma,Sales,Wife,White,Female,<=50K
55,F - Graduate Degree,Prof-specialty,Wife,White,Female,<=50K
37,B - HS Diploma,Farming-fishing,Husband,White,Male,<=50K
43,B - HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
38,C - Some College,Transport-moving,Husband,White,Male,<=50K
42,A - No HS Diploma,Handlers-cleaners,Husband,White,Male,<=50K
47,F - Graduate Degree,Transport-moving,Husband,White,Male,<=50K
44,E - Bachelors,Exec-managerial,Husband,Asian-Pac-Islander,Male,<=50K
28,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
51,C - Some College,Adm-clerical,Not-in-family,White,Female,<=50K
51,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
49,E - Bachelors,Exec-managerial,Husband,White,Male,<=50K
62,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
31,C - Some College,Adm-clerical,Unmarried,White,Female,<=50K
29,A - No HS Diploma,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,<=50K
23,C - Some College,Farming-fishing,Not-in-family,White,Male,<=50K
40,C - Some College,Sales,Not-in-family,White,Female,<=50K
66,A - No HS Diploma,Exec-managerial,Husband,White,Male,<=50K
17,A - No HS Diploma,Other-service,Not-in-family,White,Female,<=50K
37,C - Some College,Craft-repair,Husband,White,Male,>50K
69,F - Graduate Degree,Prof-specialty,Husband,White,Male,<=50K
23,E - Bachelors,Adm-clerical,Not-in-family,White,Female,<=50K
38,B - HS Diploma,Exec-managerial,Husband,White,Male,>50K
37,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
38,C - Some College,Sales,Not-in-family,White,Female,<=50K
38,A - No HS Diploma,Farming-fishing,Husband,White,Male,<=50K
37,E - Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
37,B - HS Diploma,Exec-managerial,Husband,White,Male,>50K
23,A - No HS Diploma,Farming-fishing,Unmarried,White,Male,<=50K
17,A - No HS Diploma,Other-service,Own-child,White,Female,<=50K
48,E - Bachelors,Prof-specialty,Husband,White,Male,<=50K
17,A - No HS Diploma,Adm-clerical,Own-child,White,Female,<=50K
55,F - Graduate Degree,Exec-managerial,Husband,White,Male,>50K
35,C - Some College,Exec-managerial,Husband,White,Male,>50K
68,C - Some College,?,Wife,White,Female,>50K
35,E - Bachelors,Craft-repair,Husband,White,Male,<=50K
53,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
43,B - HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
36,F - Graduate Degree,Prof-specialty,Own-child,White,Male,<=50K
24,B - HS Diploma,Other-service,Unmarried,Black,Female,<=50K
45,C - Some College,Transport-moving,Husband,White,Male,<=50K
34,C - Some College,Adm-clerical,Wife,White,Female,<=50K
56,B - HS Diploma,Adm-clerical,Not-in-family,White,Female,<=50K
36,B - HS Diploma,Craft-repair,Husband,White,Male,>50K
22,C - Some College,Prof-specialty,Own-child,White,Male,<=50K
19,A - No HS Diploma,?,Other-relative,White,Male,<=50K
33,B - HS Diploma,Other-service,Own-child,Black,Male,<=50K
48,B - HS Diploma,Other-service,Not-in-family,White,Female,<=50K
20,C - Some College,Other-service,Own-child,White,Female,<=50K
64,D - Associates,Sales,Husband,White,Male,>50K
47,A - No HS Diploma,Craft-repair,Husband,White,Male,<=50K
20,C - Some College,Other-service,Not-in-family,White,Female,<=50K
44,E - Bachelors,Exec-managerial,Not-in-family,Black,Female,<=50K
45,E - Bachelors,Farming-fishing,Husband,White,Male,<=50K
45,B - HS Diploma,Transport-moving,Wife,White,Female,>50K
45,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
27,E - Bachelors,Prof-specialty,Not-in-family,Black,Male,<=50K
41,B - HS Diploma,Craft-repair,Husband,White,Male,>50K
20,B - HS Diploma,Farming-fishing,Not-in-family,White,Male,<=50K
